4fd57b5a-386a-478b-b5b0-24a747ab7b01	595eefbc-9a6b-49d9-bb45-30874aaa2f6c	Proposta	2	bg-warning	2026-07-07 19:55:08.088543+00	2026-07-07 19:55:08.088543+00
67c9ceb0-c643-4308-9810-4f9a21098acc	595eefbc-9a6b-49d9-bb45-30874aaa2f6c	Fechamento	3	bg-success	2026-07-07 19:55:08.088543+00	2026-07-07 19:55:08.088543+00
50040b5a-54d3-483a-802d-1723530ee70a	da4982f0-7091-40a4-becd-50e319ba5037	Novo Lead	0	bg-primary	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
6c0f729b-4964-4580-a9f6-1ac096b0d970	da4982f0-7091-40a4-becd-50e319ba5037	Qualificação	1	bg-warning	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
184475d6-bf06-4bae-95cc-084d558bca3b	da4982f0-7091-40a4-becd-50e319ba5037	Proposta	2	bg-accent	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
35588b70-18e4-4218-b499-2b43f4caeb6d	da4982f0-7091-40a4-becd-50e319ba5037	Fechamento	3	bg-success	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
d2e75f0a-1685-43e2-b5a3-c05e363a823a	4bbd881e-21eb-4dd3-9dc9-e29e7894c7cf	Assistência inicial	0	bg-primary	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
bb2f42d0-a8fe-4309-844a-b0d126608081	4bbd881e-21eb-4dd3-9dc9-e29e7894c7cf	Gestão documental	1	bg-warning	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
cc82a613-e7a0-4d1f-9fb0-d4e78141422f	4bbd881e-21eb-4dd3-9dc9-e29e7894c7cf	Acompanhamento de processos	2	bg-accent	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
69e035a1-cce0-4c3d-a064-c4ccade454bb	4bbd881e-21eb-4dd3-9dc9-e29e7894c7cf	Interpretação de contratos	3	bg-success	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
3ed77da4-0eb5-4a63-ad77-d102ce157da0	d3f6ee83-b080-4f6c-acbb-d3d16c86cdb6	Novo Lead	0	bg-primary	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
